Date,Open,High,Low,Close,Volume,SMA_14,EMA_26,EMA_12,MACD,MACDs,ATR,OBV,Subjectivity,Polarity,sentiment,negative,positive,neutral
2018-03-07,10803.900390625,10929.5,9692.1201171875,9965.5703125,8797910016,10616.612234933036,10542.045386569447,10729.766742857732,187.7213562882844,163.54550039302586,805.6774796573906,154918207432.0,0.532622139764997,-0.1126623376623376,-0.8402,0.124,0.047,0.829
2018-03-08,9951.4404296875,10147.400390625,9335.8701171875,9395.009765625,7186089984,10573.04150390625,10457.079785018006,10524.419515591157,67.33973057315052,144.3043464290508,806.0955363559699,147732117448.0,0.4424242424242424,-0.0045454545454545,0.2023,0.071,0.087,0.842
2018-03-09,9414.6904296875,9466.349609375,8513.0302734375,9337.5498046875,8704190464,10504.216517857143,10374.151638326855,10341.824175452131,-32.327462874725825,108.9779845682955,816.6115220403649,139027926984.0,0.4198576675849403,-0.0570477502295684,-0.91,0.181,0.061,0.759
2018-03-10,9350.58984375,9531.3203125,8828.4697265625,8866.0,5386319872,10436.568638392857,10262.436702154497,10114.77430230565,-147.6623998488467,57.64990768486706,808.4857408901603,133641607112.0,0.2259615384615384,-0.0625,-0.3818,0.066,0.038,0.896
2018-03-11,8852.7802734375,9711.8896484375,8607.1201171875,9578.6298828125,6296370176,10430.41859654018,10211.7843451662,10032.29054546055,-179.49379970565133,10.221166206763383,829.6488687730059,139937977288.0,0.3675,0.0691666666666666,-0.6597,0.081,0.039,0.88
2018-03-12,9602.9296875,9937.5,8956.4296875,9205.1201171875,6457399808,10347.44859095982,10137.216624575183,9905.033556495466,-232.1830680797193,-38.25968065053316,840.4646861820769,133480577480.0,0.5238095238095238,-0.081845238095238,-0.962,0.204,0.025,0.771
2018-03-13,9173.0400390625,9470.3798828125,8958.1904296875,9194.849609375,5991139840,10238.109305245536,10067.411660486285,9795.774487707702,-271.63717277858086,-84.9351790761427,817.0164552494285,127489437640.0,0.1733630952380952,0.0424107142857142,0.1027,0.092,0.104,0.804
2018-03-14,9214.650390625,9355.849609375,8068.58984375,8269.8095703125,6438230016,10086.102818080357,9934.25595010304,9561.010654262283,-373.2452958407557,-142.5972024290653,850.605263133398,121051207624.0,0.4409090909090909,-0.1127272727272727,-0.8591,0.122,0.027,0.851
2018-03-15,8290.759765625,8428.349609375,7783.0498046875,8300.8603515625,6834429952,9896.80712890625,9813.26368354448,9367.141376923855,-446.12230662062393,-203.30222326737703,835.9405875301196,127885637576.0,0.359159779614325,0.0225206611570248,-0.8593,0.154,0.074,0.772
2018-03-16,8322.91015625,8585.150390625,8005.31005859375,8338.349609375,5289379840,9700.517787388391,9704.010789161555,9208.865720377878,-495.14506878367865,-261.6707923706374,817.6477121373432,133175017416.0,0.3443434343434343,0.168080808080808,0.8986,0.048,0.153,0.799
2018-03-17,8321.91015625,8346.5302734375,7812.81982421875,7916.8798828125,4426149888,9445.316336495536,9571.63072202459,9010.098668444743,-561.5320535798473,-321.6430446124794,797.3664790717294,128748867528.0,0.5485714285714286,0.1028571428571428,0.1531,0.069,0.075,0.856
2018-03-18,7890.52001953125,8245.509765625,7397.990234375,8223.6796875,6639190016,9210.393484933036,9471.782497244993,8889.111132914783,-582.67136433021,-373.8487085560256,800.9488399416058,135388057544.0,0.425,-0.075,-0.1027,0.059,0.065,0.876
2018-03-19,8344.1201171875,8675.8701171875,8182.39990234375,8630.650390625,6729110016,9000.20424107143,9409.476415273142,8849.347941793278,-560.1284734798646,-411.1046615407935,778.9860810060446,142117167560.0,0.5238095238095238,0.1428571428571428,0.5927,0.098,0.122,0.78
2018-03-20,8619.669921875,9051.01953125,8389.8896484375,8913.4697265625,6361789952,8866.887765066964,9372.735179072351,8859.212831757774,-513.5223473145797,-431.5881986955507,770.5677811350771,148478957512.0,0.2037037037037037,0.0907407407407407,-0.9201,0.144,0.066,0.79
2018-03-21,8937.48046875,9177.3701171875,8846.330078125,8929.2802734375,6043129856,8792.86704799107,9339.886667543846,8869.99243817004,-469.8942293738055,-439.2494048312017,739.1729424156073,154522087368.0,0.2714285714285714,-0.0654761904761904,-0.872,0.1,0.0,0.9
2018-03-22,8939.4404296875,9100.7099609375,8564.900390625,8728.4697265625,5530390016,8745.257045200893,9294.59652376745,8848.219713307342,-446.37681046010766,-440.6748859569829,724.6469872653853,148991697352.0,0.2944444444444444,-0.0881944444444444,-0.9217,0.148,0.04,0.811
2018-03-23,8736.25,8879.6201171875,8360.6201171875,8879.6201171875,5954120192,8712.547781808036,9263.857530687454,8853.05054467352,-410.80698601393306,-434.70130596837294,709.9579167464292,154945817544.0,0.3090909090909091,0.0831439393939394,0.0516,0.049,0.051,0.901
2018-03-24,8901.9501953125,8996.1796875,8665.7001953125,8668.1201171875,5664600064,8698.413504464286,9219.72883339116,8824.599709675671,-395.1291237154892,-426.78686951779616,682.85231499222,149281217480.0,0.0,0.0,-0.1901,0.073,0.054,0.873
2018-03-25,8612.8095703125,8682.009765625,8449.099609375,8495.7802734375,4569880064,8621.067103794643,9166.103014135331,8774.012104100568,-392.0909100347653,-419.84767762119,650.7135893677757,144711337416.0,0.3785714285714285,0.1071428571428571,0.6166,0.024,0.072,0.904
2018-03-26,8498.4697265625,8530.080078125,7921.43017578125,8209.400390625,5921039872,8549.944266183036,9095.236153134569,8687.148763565865,-408.0873895687018,-417.4956200106924,647.709040294631,138790297544.0,0.346875,-0.278125,0.8979,0.038,0.156,0.806
2018-03-27,8200.0,8232.7802734375,7797.27978515625,7833.0400390625,5378250240,8452.672154017857,9001.740144684785,8555.747421334578,-445.9927233502076,-423.1950406785955,632.5512865793894,133412047304.0,0.3898989898989898,0.0898989898989898,-0.3182,0.081,0.064,0.855
2018-03-28,7836.830078125,8122.89013671875,7809.169921875,7954.47998046875,4935289856,8430.148611886161,8924.16531770582,8463.244738124451,-460.9205795813687,-430.7401484591502,609.7776385982723,138347337160.0,0.2566666666666666,0.0766666666666666,-0.6386,0.071,0.024,0.906
2018-03-29,7979.06982421875,7994.330078125,7081.3798828125,7165.7001953125,6361229824,8349.065743582589,8793.908641972981,8263.622500768766,-530.2861412042148,-450.6493470081632,631.4328212207173,131986107336.0,0.2791666666666667,0.1166666666666666,-0.9569,0.234,0.076,0.69
2018-03-30,7171.4501953125,7276.66015625,6683.93017578125,6890.52001953125,6289509888,8245.649344308036,8652.916892162482,8052.3759651937635,-600.5409269687188,-480.6276630002743,628.6683325955768,125696597448.0,0.2888888888888889,-0.1555555555555555,-0.7506,0.117,0.063,0.82
2018-03-31,6892.47998046875,7207.85009765625,6863.52001953125,6973.52978515625,4553269760,8178.267194475447,8528.517847199057,7886.399629803377,-642.1182173956795,-512.9257738793553,608.3584572762499,130249867208.0,0.5,0.5,0.8519,0.0,0.18,0.82
2018-04-01,7003.06005859375,7060.9501953125,6526.8701171875,6844.22998046875,4532100096,8079.735072544643,8403.755782996812,7726.065837598049,-677.6899453987626,-545.8786081832368,603.0528587654463,125717767112.0,0.3476190476190476,0.0047619047619047,0.802,0.015,0.091,0.895
2018-04-02,6844.85986328125,7135.47021484375,6816.580078125,7083.7998046875,4333440000,7969.245744977678,8305.981266085011,7627.255678688733,-678.7255873962777,-572.448004025845,582.7555214763966,130051207112.0,0.5416666666666666,0.2666666666666666,0.8947,0.034,0.132,0.834
2018-04-03,7102.259765625,7530.93994140625,7072.490234375,7456.10986328125,5499700224,7865.14861188616,8243.027828840288,7600.925553241428,-642.1022755988597,-586.378858340448,573.8765347303147,135550907336.0,0.3829889807162533,-0.0489669421487603,0.5106,0.077,0.111,0.812
2018-04-04,7456.41015625,7469.8798828125,6803.8798828125,6853.83984375,4936000000,7716.902866908482,8140.125015129895,7485.989290242747,-654.1357248871482,-599.9302316497881,580.4567822495779,130614907336.0,0.5048260381593715,0.2534231200897867,0.0118,0.039,0.039,0.922
2018-04-05,6848.64990234375,6933.81982421875,6644.7998046875,6811.47021484375,5639320064,7579.974330357143,8041.706141034626,7382.217124796747,-659.4890162378788,-611.8419885674062,559.6398706268402,124975587272.0,0.2625541125541125,0.1837662337662337,0.1531,0.069,0.083,0.848
2018-04-06,6815.9599609375,6857.490234375,6575.0,6636.31982421875,3766810112,7419.73859514509,7937.603450900116,7267.463693938595,-670.1397569615219,-623.5015422462294,539.843468037423,121208777160.0,0.3133333333333333,0.03,-0.9049,0.175,0.084,0.741
2018-04-07,6630.509765625,7050.5400390625,6630.509765625,6911.08984375,3976610048,7294.236432756697,7861.565405926033,7212.636947755735,-648.9284581702987,-628.5869254310433,531.2853827088571,125185387208.0,0.4674999999999999,0.1949999999999999,0.8402,0.028,0.105,0.866
2018-04-08,6919.97998046875,7111.56005859375,6919.97998046875,7023.52001953125,3652499968,7189.074986049107,7799.48796989679,7183.542035721199,-615.945934175591,-626.0587271799528,507.6557278613495,128837887176.0,0.75,0.03125,0.4215,0.0,0.053,0.947
2018-04-09,7044.31982421875,7178.10986328125,6661.990234375,6770.72998046875,4894060032,7086.31281389509,7723.2836743836015,7120.032488759284,-603.2511856243173,-621.4972188688257,508.2602922216996,123943827144.0,0.4632575757575757,0.2018939393939394,0.8259,0.026,0.129,0.846
2018-04-10,6795.43994140625,6872.41015625,6704.14990234375,6834.759765625,4272750080,7015.007080078125,7657.467088549631,7076.144377507855,-581.3227110417756,-613.4623173034157,483.9745751991674,128216577224.0,0.9,0.1,-0.3612,0.046,0.02,0.934
2018-04-11,6843.47021484375,6968.31982421875,6817.58984375,6968.31982421875,4641889792,6944.56706891741,7606.419143043639,7059.555984694147,-546.8631583494926,-600.1424855126311,460.1713898612804,132858467016.0,0.4638888888888888,3.7007434154171876e-17,-0.5859,0.089,0.047,0.865
2018-04-12,6955.3798828125,7899.22998046875,6806.509765625,7889.25,8906250240,6996.24919782366,7627.369576892259,7187.201217818125,-440.16835907413406,-568.1476602249317,505.3534487885997,141764717256.0,0.6462962962962963,-0.0925925925925926,0.1779,0.09,0.096,0.814
2018-04-13,7901.08984375,8183.9599609375,7758.93017578125,7895.9599609375,7764460032,7068.066336495535,7647.265160895609,7296.241024451875,-351.0241364437343,-524.7229554686921,499.6160442434318,149529177288.0,0.425,0.1489583333333333,0.6124,0.052,0.09,0.859
2018-04-14,7874.669921875,8140.7099609375,7846.0,7986.240234375,5191430144,7140.402797154018,7672.374425597786,7402.394749055433,-269.97967654235345,-473.7742996834244,484.9798954358653,154720607432.0,0.4333333333333333,0.1833333333333333,0.0516,0.035,0.055,0.91
2018-04-15,7999.330078125,8338.419921875,7999.330078125,8329.1103515625,5244480000,7246.465680803572,7721.021531224802,7544.966380210366,-176.05515101443598,-414.2304699496268,475.4941662975892,159965087432.0,0.1333333333333333,0.0666666666666666,0.25,0.03,0.045,0.925
2018-04-16,8337.5703125,8371.150390625,7925.72998046875,8058.669921875,5631309824,7316.099260602678,7746.032523124817,7623.997694312617,-122.03482881220044,-355.7913417221415,473.3460408589221,154333777608.0,0.4919865319865319,-0.03003367003367,-0.9426,0.13,0.0,0.87
2018-04-17,8071.66015625,8285.9599609375,7881.72021484375,7902.08984375,6900879872,7347.954973493303,7757.592324652609,7666.781101918368,-90.8112227342408,-302.7953179245614,468.4098769471241,147432897736.0,0.3125,0.0670454545454545,0.6611,0.043,0.095,0.861
2018-04-18,7944.43017578125,8197.7998046875,7886.009765625,8163.419921875,6529909760,7441.49640764509,7787.653628150564,7743.187074219388,-44.46655393117635,-251.1295651258844,457.222745669651,153962807496.0,0.4333333333333333,-0.0166666666666666,-0.4588,0.102,0.093,0.804
2018-04-19,8159.27001953125,8298.6904296875,8138.77978515625,8294.3095703125,7063209984,7547.413504464285,7825.183697940337,7827.975150541405,2.7914526010681584,-200.3453615804939,435.986167016908,161026017480.0,0.4279545454545455,0.2186363636363636,-0.2973,0.151,0.157,0.692
2018-04-20,8286.8798828125,8880.23046875,8244.5400390625,8845.830078125,8438110208,7705.23566545759,7900.7871335095715,7984.568216323496,83.78108281392451,-143.52007270161022,450.2507572076646,169464127688.0,0.3163223140495868,0.0495179063360881,-0.5994,0.075,0.035,0.89
2018-04-21,8848.7900390625,8997.5703125,8652.150390625,8895.580078125,7548550144,7846.984967912947,7974.475499777381,8124.723887369882,150.24838759250088,-84.76638064278801,442.7628403981886,177012677832.0,0.2,0.06,-0.3612,0.084,0.07,0.846
2018-04-22,8925.0595703125,9001.6396484375,8779.6103515625,8802.4599609375,6629899776,7974.052106584822,8035.807682085538,8228.990975611054,193.1832935255161,-29.17644580912718,426.9961587179608,170382778056.0,0.4,0.3,0.4215,0.018,0.041,0.942
2018-04-23,8794.3896484375,8958.5498046875,8788.8095703125,8930.8798828125,6925190144,8128.348528180803,8102.109326583832,8336.973884411276,234.8645578274445,23.631754918187163,408.62073555060647,177307968200.0,0.4822222222222222,0.1205555555555555,0.5183,0.036,0.05,0.914
2018-04-24,8934.33984375,9732.6103515625,8927.830078125,9697.5,10678800384,8332.829973493304,8220.286413503549,8546.28559450185,325.9991809983003,84.1052401342098,436.9178453996703,187986768584.0,0.4217948717948718,0.0869701726844584,-0.9756,0.207,0.03,0.762
2018-04-25,9701.0302734375,9745.3203125,8799.83984375,8845.740234375,11083100160,8466.931431361607,8266.616326160693,8592.355539097718,325.7392129370255,132.43203469477294,473.243747067551,176903668424.0,0.3386363636363636,0.0602272727272727,0.4854,0.075,0.107,0.818
2018-04-26,8867.3203125,9281.509765625,8727.08984375,9281.509765625,8970559488,8566.37855747768,8341.793617972864,8698.37926625576,356.5856482828967,177.26275741239772,479.04204526808303,185874227912.0,0.4026515151515152,0.0420454545454545,0.0258,0.043,0.044,0.914
2018-04-27,9290.6298828125,9375.4697265625,8987.0498046875,8987.0498046875,7566289920,8644.313546316964,8389.590372544319,8742.790118322182,353.1997457778634,212.45015508549085,472.56903645429134,178307937992.0,0.4166666666666667,0.1833333333333333,0.898,0.084,0.194,0.723
2018-04-28,8939.26953125,9412.08984375,8931.990234375,9348.48046875,7805479936,8741.616420200893,8460.619268559554,8835.97324915723,375.3539805976761,245.03092018792796,473.10693452005626,186113417928.0,0.5616666666666666,0.0483333333333333,0.7096,0.014,0.061,0.926
2018-04-29,9346.41015625,9531.490234375,9193.7099609375,9419.080078125,8853000192,8819.471400669643,8531.616365564401,8925.681992075348,394.06562651094646,274.8378614525317,463.4407444427308,194966418120.0,0.175,-0.05,0.2023,0.075,0.09,0.835
2018-04-30,9426.1103515625,9477.1396484375,9166.8095703125,9240.5498046875,8673920000,8903.891392299107,8584.129953647594,8974.12319401568,389.993240368085,297.8689372356424,452.50426827717865,186292498120.0,0.2898989898989899,0.0191919191919191,-0.4588,0.073,0.033,0.894
2018-05-01,9251.4697265625,9255.8798828125,8891.0498046875,9119.009765625,7713019904,8990.814243861607,8623.750680460735,8996.413435801729,372.6627553409944,312.8277008567128,446.2418261234516,178579478216.0,0.275,0.21875,0.296,0.042,0.053,0.905
2018-05-02,9104.599609375,9256.51953125,9015.1396484375,9235.919921875,7558159872,9067.42138671875,8669.096550195125,9033.260587505309,364.1640373101836,323.094968147407,431.6088301726693,186137638088.0,0.2879545454545454,0.1,0.7783,0.0,0.074,0.926
2018-05-03,9233.9697265625,9798.330078125,9188.150390625,9743.8603515625,10207299584,9170.960728236609,8748.708683629746,9142.583628129492,393.87494449974656,337.2509634178749,444.36389141033584,196344937672.0,0.3311111111111111,0.0288888888888888,-0.6369,0.06,0.0,0.94
2018-05-04,9695.5,9779.2001953125,9585.9599609375,9700.759765625,8217829888,9232.027134486609,8819.230985999764,9228.45688005188,409.2258940521151,351.6459495447229,426.4264873363833,188127107784.0,0.3615079365079365,0.2043650793650794,0.2263,0.128,0.154,0.719
2018-05-05,9700.2802734375,9964.5,9695.1201171875,9858.150390625,7651939840,9300.782156808036,8896.187978934968,9325.332804755437,429.1448258204691,367.14572479987226,415.20887272753447,195779047624.0,0.346875,0.175,0.8519,0.032,0.135,0.833
2018-05-06,9845.3095703125,9940.1396484375,9465.25,9654.7998046875,7222280192,9361.66357421875,8952.38144750923,9376.020035514215,423.6385880049857,378.44429744089496,419.4717852782463,188556767432.0,0.2916666666666667,-0.0833333333333333,-0.6908,0.075,0.023,0.902
2018-05-07,9645.669921875,9665.849609375,9231.5302734375,9373.009765625,7394019840,9393.24428013393,8983.53910070299,9375.55691706972,392.0178163667297,381.1590012260619,420.5323246110501,181162747592.0,0.557936507936508,0.0277777777777777,-0.5413,0.072,0.042,0.886
2018-05-08,9380.8701171875,9462.75,9127.76953125,9234.8203125,7415869952,9360.195731026786,9002.152523799065,9353.905131751302,351.75260795223767,375.2777225712971,414.4214777638323,173746877640.0,0.2909090909090909,0.1872727272727272,0.9446,0.0,0.128,0.872
2018-05-09,9223.73046875,9374.759765625,9031.6201171875,9325.1796875,7226890240,9394.44140625,9026.080461850985,9349.485832635715,323.40537078473244,364.90325221398416,409.3299185262371,180973767880.0,0.3885714285714285,0.0725,0.3182,0.059,0.079,0.861
2018-05-10,9325.9599609375,9396.0400390625,9040.51953125,9043.9404296875,6906699776,9377.47216796875,9027.403422431467,9302.47884756676,275.0754251352937,346.9376867982461,405.4863891895416,174067068104.0,0.7,0.4,-0.4019,0.074,0.057,0.869
2018-05-11,9052.9599609375,9052.9599609375,8394.4599609375,8441.490234375,8488520192,9338.503627232143,8984.002445538395,9170.019060921875,186.0166153834798,314.7534725152928,423.5587899617172,165578547912.0,0.5547348484848486,0.0545454545454545,-0.8807,0.116,0.036,0.848
2018-05-12,8441.4404296875,8664.8603515625,8223.5,8504.8896484375,6821380096,9278.247140066964,8948.512608716106,9067.691459001202,119.1788502850959,275.63854806925343,424.8303300760588,172399928008.0,0.2443181818181818,0.0545454545454545,-0.7367,0.084,0.03,0.886
2018-05-13,8515.490234375,8773.5498046875,8395.1201171875,8723.9404296875,5866379776,9228.594308035714,8931.877632491765,9014.806685260632,82.92905276886631,237.096649009176,421.5159984634832,178266307784.0,0.4504545454545454,0.1769696969696969,-0.9546,0.222,0.092,0.687
2018-05-14,8713.099609375,8881.1201171875,8367.9697265625,8716.7900390625,7364149760,9191.182896205357,8915.945218163672,8968.957970460919,53.01275229724706,200.27986966679023,428.06131218930585,170902158024.0,0.3909090909090909,-0.0602272727272727,-0.7506,0.096,0.025,0.88
2018-05-15,8705.1904296875,8836.1904296875,8456.4501953125,8510.3798828125,6705710080,9147.70933314732,8885.903341470992,8898.407495438085,12.50415396709286,162.72472652685076,424.6098066311412,164196447944.0,0.5647619047619048,0.0591798941798941,-0.9251,0.148,0.039,0.813
2018-05-16,8504.41015625,8508.4296875,8175.490234375,8368.830078125,6760220160,9085.774344308036,8847.601618260178,8816.934046620687,-30.667571639491143,124.0462668935824,418.201223903024,157436227784.0,0.4857142857142857,-0.0047619047619047,-0.8466,0.116,0.051,0.833
2018-05-17,8370.0498046875,8445.5400390625,8054.1201171875,8094.31982421875,5862530048,8967.950020926339,8791.802966849702,8705.76262778962,-86.04033906008226,82.02894570284947,416.28827375816513,151573697736.0,0.4005681818181819,-0.1079545454545454,0.3818,0.061,0.105,0.833
2018-05-18,8091.830078125,8274.1201171875,7974.81982421875,8250.9697265625,5764190208,8864.393589564732,8751.741245346946,8635.794489139294,-115.94675620765156,42.43380532074926,407.9319894160641,157337887944.0,0.5964141414141414,0.1268686868686868,-0.6289,0.119,0.089,0.792
2018-05-19,8255.73046875,8372.0595703125,8183.35009765625,8247.1796875,4712399872,8749.324253627232,8714.366315136062,8576.007596579402,-138.35871855665937,6.27530054526753,392.2732382189345,152625488072.0,0.0833333333333333,0.0,0.875,0.0,0.108,0.892
2018-05-20,8246.990234375,8562.41015625,8205.240234375,8513.25,5191059968,8667.784981863839,8699.468810311168,8566.352581721032,-133.1162285901355,-21.60300528181308,389.7658584800821,157816548040.0,0.5458333333333333,-0.1916666666666666,0.891,0.027,0.132,0.842
2018-05-21,8522.330078125,8557.51953125,8365.1201171875,8418.990234375,5154990080,8599.640729631696,8678.692619501082,8543.681451360104,-135.01116814097804,-44.28463785364608,375.66825530739766,152661557960.0,0.5237878787878788,0.1961363636363636,0.5023,0.048,0.084,0.868
2018-05-22,8419.8701171875,8423.25,8004.580078125,8041.77978515625,5137010176,8514.423549107143,8631.513891031094,8466.465810405665,-165.0480806254291,-68.43732640800268,378.7398029193693,147524547784.0,0.7151515151515152,0.5274621212121212,0.9573,0.065,0.196,0.739
2018-05-23,8037.080078125,8054.66015625,7507.8798828125,7557.81982421875,6491120128,8388.183558872768,8551.980997193143,8326.674120223062,-225.30687697008037,-99.81123652041822,390.7426936706643,141033427656.0,0.2969696969696969,0.1454545454545454,-0.3264,0.093,0.066,0.841
2018-05-24,7561.1201171875,7738.60009765625,7331.14013671875,7587.33984375,6049220096,8284.140659877232,8480.526096938094,8212.930385381052,-267.5957115570418,-133.36813152774295,391.9367841897241,147082647752.0,0.4203030303030303,0.1281818181818181,-0.3919,0.049,0.021,0.93
2018-05-25,7592.2998046875,7659.14013671875,7392.64990234375,7480.14013671875,4867829760,8215.47279575893,8406.423433218144,8100.193424048391,-306.23000916975343,-167.9405070561451,382.9763163458152,142214817992.0,0.4241666666666667,0.0841666666666666,0.7096,0.072,0.131,0.797
2018-05-26,7486.47998046875,7595.16015625,7349.1201171875,7355.8798828125,4051539968,8133.400669642857,8328.605392447356,7985.683648473638,-342.9217439737185,-202.93675443965972,373.1951536827213,138163278024.0,0.3926984126984127,0.1168253968253968,0.2732,0.107,0.119,0.773
2018-05-27,7362.080078125,7381.740234375,7270.9599609375,7368.22021484375,4056519936,8036.563511439732,8257.465749661904,7890.68927406904,-366.7764755928638,-235.70469867030056,354.45123366520545,142219797960.0,0.5148042929292929,0.1038510101010101,0.2263,0.035,0.052,0.913
2018-05-28,7371.31005859375,7419.0498046875,7100.89013671875,7135.990234375,5040600064,7923.64923967634,8174.393489270281,7774.581729500726,-399.81175976955456,-268.52611089015136,351.8589789726015,137179197896.0,0.2444444444444444,0.15,-0.8519,0.123,0.025,0.852
2018-05-29,7129.4599609375,7526.419921875,7090.68017578125,7472.58984375,5662660096,7849.521379743303,8122.408034046557,7728.121439385231,-394.2865946613265,-293.6782076443864,357.85046233839785,142841857992.0,0.4185064935064936,0.2873376623376623,0.4588,0.066,0.092,0.842
2018-05-30,7469.72998046875,7573.77001953125,7313.60009765625,7406.52001953125,4922540032,7780.784946986607,8069.379292230608,7678.644297869233,-390.73499436137536,-313.08956498778423,350.8732808767266,137919317960.0,0.4523569023569023,0.0151515151515151,-0.946,0.179,0.017,0.805
2018-05-31,7406.14990234375,7608.89990234375,7361.1298828125,7494.169921875,5127130112,7737.917096819197,8026.771190722786,7650.263624639351,-376.50756608343454,-325.7731652069143,343.5087622091925,143046448072.0,0.3208333333333333,0.0354166666666666,0.7184,0.049,0.102,0.848
2018-06-01,7500.7001953125,7604.72998046875,7407.33984375,7541.4501953125,4921460224,7687.23713030134,7990.82148735906,7633.523097050605,-357.29839030845505,-332.0782102272225,333.07171753130376,147967908296.0,0.4402777777777777,0.1666666666666666,0.8805,0.016,0.121,0.863
2018-06-02,7536.72021484375,7695.830078125,7497.259765625,7643.4501953125,4939299840,7644.11359514509,7965.090280540797,7635.050342937051,-330.0399376037458,-331.6705557025272,323.464474314782,152907208136.0,0.3,0.05,0.7184,0.04,0.098,0.862
2018-06-03,7632.08984375,7754.89013671875,7613.0400390625,7720.25,4851760128,7587.470738002232,7946.953963463701,7648.157982485197,-298.7959809785043,-325.09564075772266,310.4920188391726,157758968264.0,0.284375,0.121875,-0.2023,0.067,0.05,0.883
2018-06-04,7722.52978515625,7753.81982421875,7474.0400390625,7514.47021484375,4993169920,7522.862165178572,7914.918130232593,7627.590633617282,-287.32749661531125,-317.5420119292404,308.298287861821,152765798344.0,0.4888888888888889,0.125,0.796,0.0,0.075,0.925
2018-06-05,7500.89990234375,7643.22998046875,7397.0,7633.759765625,4961739776,7493.717878069197,7894.091584706104,7628.539730849238,-265.5518538568658,-307.1439803147655,303.86483733374445,157727538120.0,0.3161931818181818,0.1201704545454545,-0.875,0.109,0.031,0.861
2018-06-06,7625.97021484375,7680.43017578125,7502.009765625,7653.97998046875,4692259840,7500.586460658482,7876.305539947782,7632.453615406086,-243.85192454169555,-294.4855691601515,294.9045211067806,162419797960.0,0.3887766554433221,0.0430836139169472,0.9152,0.0,0.111,0.889
2018-06-07,7650.81982421875,7741.27001953125,7650.81982421875,7678.240234375,4485799936,7507.079345703125,7861.634035831279,7639.497710632073,-222.1363251992061,-280.01572036796244,280.30064069290336,166905597896.0,0.4566666666666667,0.23625,0.7849,0.062,0.111,0.828
2018-06-08,7685.14013671875,7698.18994140625,7558.39990234375,7624.919921875,4227579904,7517.420758928572,7844.099657019703,7637.254973900216,-206.84468311948692,-265.3815129182674,270.2641691478745,162678017992.0,0.6,0.0678571428571428,0.8481,0.011,0.101,0.889
2018-06-09,7632.52001953125,7683.580078125,7531.97998046875,7531.97998046875,3845220096,7529.99933733259,7820.979680978891,7621.058821064606,-199.92085991428576,-252.28938231747108,261.78816404132994,158832797896.0,0.2462962962962963,-0.1018518518518518,0.1027,0.029,0.033,0.938
