Date,Open,High,Low,Close,Volume,SMA_14,EMA_26,EMA_12,MACD,MACDs,ATR,OBV
2015-01-29,233.34800720214844,238.70599365234375,220.71200561523438,233.51300048828125,32213400,231.64249965122767,251.8592641789152,241.67939522242813,-10.18016168787426,-15.920411705795315,21.619873272698356,-205190136.0
2015-01-30,232.77200317382812,242.8509979248047,225.83900451660156,226.4250030517578,26605200,232.95164271763392,249.9752448361628,239.3325656577096,-10.642950225959567,-14.864919409828167,21.290724121542766,-231795336.0
2015-01-31,226.4409942626953,233.50399780273438,216.3090057373047,217.46400451660156,23348200,234.2519291469029,247.5670048124916,235.96817163600068,-11.59908414634134,-14.211752357130802,20.998159554466117,-255143536.0
2015-02-01,216.86700439453125,231.57400512695312,212.01499938964844,226.9720001220703,29128500,235.44000026157923,246.04144890949743,234.58414524924217,-11.457536039693167,-13.660909093643276,20.895358847392174,-226015036.0
2015-02-02,226.49099731445312,242.1750030517578,222.65899658203125,238.22900390625,30612100,237.10914393833704,245.46274927962725,235.1448927349357,-10.318071710792736,-12.99234161707317,20.79683011241881,-195402936.0
2015-02-03,237.45399475097656,245.95700073242188,224.48300170898438,227.26800537109375,40783700,238.24864414760046,244.11499047158773,233.93306390972924,-10.182125789691867,-12.43029845159691,20.84520094557029,-236186636.0
2015-02-04,227.51100158691406,230.05799865722656,221.11300659179688,226.85299682617188,26594300,238.24550083705358,242.836324275631,232.84382281995119,-9.992685925863668,-11.942775946450261,19.995159504894215,-262780936.0
2015-02-05,227.6649932861328,239.40499877929688,214.72500610351562,217.11099243164062,22516400,237.0815713065011,240.93074413903912,230.42338737559572,-10.5075275691419,-11.65572627098859,20.32980014045996,-285297336.0
2015-02-06,216.92300415039062,230.50999450683594,216.23199462890625,222.26600646972656,24435300,236.32350049700057,239.5481709783493,229.1684056977697,-10.379923433981048,-11.40056570358708,19.8975170641143,-260862036.0
2015-02-07,222.63299560546875,230.2989959716797,222.60699462890625,227.75399780273438,21604200,234.88828604561942,238.67452852089636,228.9508044831489,-9.723870476062586,-11.065226658082182,19.050029639543457,-239257836.0
2015-02-08,227.6929931640625,229.43800354003906,221.07699584960938,223.41200256347656,17145200,232.72357177734375,237.54397104256896,228.09868111089162,-9.44542552269337,-10.74126643100442,18.28651036146252,-256403036.0
2015-02-09,223.38900756835938,223.9770050048828,217.0189971923828,220.11000061035156,27791300,228.91192953927177,236.25256582536767,226.86965334157776,-9.383038031012973,-10.46962075100613,17.477314178874234,-284194336.0
2015-02-10,220.28199768066406,221.8070068359375,215.33200073242188,219.83900451660156,21115100,225.7950722830636,235.03674646916278,225.7880150608122,-9.248847655767491,-10.225466131958402,16.691419312511453,-305309436.0
2015-02-11,219.73199462890625,223.406005859375,218.07400512695312,219.18499755859375,17201900,224.74292973109655,233.86254284615768,224.77216621431705,-9.090484268327742,-9.998469759232272,15.880017201963904,-322511336.0
2015-02-12,219.20799255371094,222.19900512695312,217.61399841308594,221.76400756835938,15206200,223.90371595110213,232.96635504780224,224.30937257647741,-8.65708213473036,-9.73019223433189,15.073216825138598,-307305136.0
2015-02-13,221.968994140625,240.25900268554688,221.26199340820312,235.427001953125,42744400,224.54671587262834,233.14862518893725,226.01977709596164,-7.128940373899468,-9.209941862245406,15.353492202729353,-264560736.0
2015-02-14,235.5279998779297,259.8080139160156,235.5279998779297,257.3210144042969,49732500,227.39364515032088,234.93917253822315,230.83535206647474,-4.103905917042198,-8.188734673204765,15.998324631101593,-214828236.0
2015-02-15,257.5069885253906,265.6109924316406,227.6840057373047,234.8249969482422,56552400,227.95457349504744,234.93071508711344,231.44914358674666,-3.4816506163744236,-7.247317861838697,17.564679262948314,-271380636.0
2015-02-16,234.8249969482422,239.52099609375,229.02200317382812,233.84300231933594,28153700,227.64128766741072,234.85014377098176,231.81742954560656,-3.032787480933507,-6.4044117856576595,17.059980910473207,-299534336.0
2015-02-17,233.4219970703125,245.77499389648438,232.31399536132812,243.61000061035156,27363100,228.80857304164343,235.49902205537953,233.63167124787503,-1.8674186367214816,-5.497013155870424,16.80290768025193,-272171236.0
2015-02-18,243.77999877929688,244.25100708007812,232.33999633789062,236.3260040283203,25200800,229.48521641322546,235.56027997930107,234.04618398332815,-1.5141588008003453,-4.7004422848564085,16.453482607495882,-297372036.0
2015-02-19,236.41000366210938,242.6719970703125,235.5919952392578,240.2830047607422,18270500,231.14036015101843,235.910111444593,235.0056948721611,-0.9044747250472938,-3.9412487728945855,15.783941393241605,-279101536.0
2015-02-20,240.25100708007812,247.1009979248047,239.2989959716797,243.7790069580078,23876700,232.6770030430385,236.49299259373484,236.3554351930606,-0.1376112456862586,-3.18052126745292,15.213797427125341,-255224836.0
2015-02-21,243.7519989013672,255.32000732421875,243.1840057373047,244.53399658203125,12284200,233.87557438441686,237.08862251879384,237.6136754067484,0.5250030314638252,-2.4394164076695715,14.993952921211104,-242940636.0
2015-02-22,244.54400634765625,246.39199829101562,233.8509979248047,235.9770050048828,19527000,234.77307455880302,237.00628048072636,237.36187996030753,0.35555331616544095,-1.880422462902569,14.81874058435171,-262467636.0
2015-02-23,235.9949951171875,240.10899353027344,232.42100524902344,238.89199829101562,16400000,236.1146458217076,237.14596328148855,237.5972827804165,0.4512767550257877,-1.4140826193168976,14.30939724684882,-246067636.0
2015-02-24,238.9980010986328,239.9010009765625,236.40199279785156,238.73500061035156,14200400,237.464359828404,237.26366975029322,237.7723162927142,0.5086069647349518,-1.0295447025065276,13.537221126860858,-260268036.0
2015-02-25,238.88999938964844,239.33999633789062,235.52999877929688,237.47000122070312,11496200,238.7704315185547,237.27895356291617,237.72580628163558,0.44681607271479606,-0.7342725474622629,12.842414871166065,-271764236.0
2015-02-26,237.33700561523438,237.7100067138672,234.2570037841797,236.42599487304688,13619400,239.81771632603235,237.21577143774067,237.52583529569887,0.31002992647324845,-0.5254120526751606,12.171738491420971,-285383636.0
2015-02-27,236.43600463867188,256.65301513671875,236.43600463867188,253.8280029296875,44013900,241.13207353864397,238.4463071038108,240.03386108554326,1.5875225636915502,-0.10282512940181843,12.747119025631335,-241369736.0
2015-02-28,253.52000427246094,254.69200134277344,249.47900390625,254.26300048828125,13949300,240.91364397321428,239.61791402117896,242.22295945519528,2.605016343238219,0.43874316512618916,12.208964648123018,-227420436.0
2015-03-01,254.2830047607422,261.6600036621094,245.93299865722656,260.2019958496094,25213700,242.72628675188338,241.1426608232849,244.98896505433592,3.8462772951458817,1.1202499911301276,12.460254474459742,-202206736.0
2015-03-02,260.35699462890625,276.3009948730469,258.31298828125,275.6700134277344,40465700,245.71393040248327,243.70024249768855,249.70912634255106,6.0088589042100296,2.0979717737461083,12.855095705175376,-161741036.0
2015-03-03,275.0459899902344,285.7959899902344,268.1610107421875,281.7019958496094,50461300,248.4347872052874,246.51518719042343,254.63110626671386,8.115895983094077,3.301556615615702,13.196517398524454,-111279736.0
2015-03-04,281.989990234375,284.2250061035156,268.1260070800781,273.0920104980469,41383000,251.06093052455358,248.4838407687659,257.4712453792266,8.987383227871845,4.438721938066931,13.40383832670244,-152662736.0
2015-03-05,272.739013671875,281.6669921875,264.7690124511719,276.1780090332031,41302400,253.62485940115792,250.5352606402057,260.3492090182999,9.813928579401107,5.513763266333767,13.653420763787238,-111360336.0
2015-03-06,275.6000061035156,277.6080017089844,270.0150146484375,272.7229919433594,28918900,255.6922869001116,252.17879629229117,262.2528679298475,10.074053305433324,6.425821274153678,13.220531180014131,-140279236.0
2015-03-07,272.29400634765625,277.85400390625,270.13299560546875,276.260986328125,17825900,257.95850045340404,253.96266222087147,264.40796306804407,10.445283872984788,7.229713793919901,12.827706885192562,-122453336.0
2015-03-08,276.4330139160156,277.8580017089844,272.56500244140625,274.35400390625,22067900,260.69971466064453,255.47313197534396,265.93812319699884,10.464975504814447,7.87676613609881,12.289511916555135,-144521236.0
2015-03-09,274.81201171875,292.70098876953125,273.89300537109375,289.60699462890625,59178200,264.3222143990653,258.0015662459782,269.5794880326769,11.577907234068789,8.616994355692807,12.755118281528405,-85343036.0
2015-03-10,289.86199951171875,300.04400634765625,289.7430114746094,291.760009765625,67770800,268.1097150530134,260.50219169187795,272.991875991592,12.489670825056805,9.391529649565607,12.589538825542338,-17572236.0
2015-03-11,291.5249938964844,297.3909912109375,290.50799560546875,296.3789978027344,33963900,272.31750052315846,263.1597328852747,276.58989473176774,13.430149369958656,10.199253593644217,12.18192764509316,16391664.0
2015-03-12,296.12701416015625,297.0880126953125,292.4129943847656,294.35400390625,32585200,276.45521545410156,265.4704196275692,279.32283460476503,13.852403424849228,10.92988355988522,11.645718674489174,-16193536.0
2015-03-13,294.1180114746094,294.49798583984375,285.3370056152344,285.3370056152344,31421500,278.7058585030692,266.94201858961844,280.2480916832988,13.306062397063158,11.405119327320808,11.468236999807987,-47615036.0
2015-03-14,284.4419860839844,286.3420104980469,280.97601318359375,281.885009765625,22612300,280.6788591657366,268.0489068248782,280.4999252344259,12.451008505272625,11.614297162911171,11.032361922823235,-70227336.0
2015-03-15,281.42498779296875,286.52899169921875,280.9960021972656,286.39300537109375,11970100,282.54964556012834,269.40772893941266,281.4065529477594,11.998814837721682,11.691200697873274,10.639548926077511,-58257236.0
2015-03-16,285.68499755859375,294.11199951171875,285.68499755859375,290.5929870605469,21516100,283.61557224818637,270.9770073187559,282.81985050357287,11.84283469349748,11.721527496998116,10.481509602177944,-36741136.0
2015-03-17,290.5950012207031,292.364990234375,284.3739929199219,285.5050048828125,21497200,283.887215750558,272.0531552864638,283.232951177302,11.179788028505413,11.613179603299576,10.303615601431105,-58238336.0
2015-03-18,285.0669860839844,285.33599853515625,249.8699951171875,256.29901123046875,57008000,282.68771580287387,270.88618165268633,279.08926810855843,8.203079175934306,10.931159517826522,12.113003410293166,-115246336.0
2015-03-19,255.8800048828125,264.2439880371094,248.63600158691406,260.9280090332031,52732000,281.59843008858815,270.1485392364283,276.2952282508115,6.14668227369998,9.974264069001215,12.362645377751932,-62514336.0
2015-03-20,260.95599365234375,264.8479919433594,259.1619873046875,261.7489929199219,18456700,280.8145730154855,269.52635062039076,274.0573458922131,4.53098903044895,8.885609061290761,11.885741897063921,-44057636.0
2015-03-21,261.6440124511719,262.1960144042969,255.64999389648438,260.0249938964844,17130100,279.6548592703683,268.82254641861994,271.8985225082548,3.0759703105855465,7.723681311149719,11.504332802540972,-61187736.0
2015-03-22,259.9169921875,269.74700927734375,259.5899963378906,267.9599914550781,18438100,279.1981440952846,268.75865345835757,271.29259465391993,2.5339358445908147,6.685732217837939,11.40809557015349,-42749636.0
2015-03-23,267.8949890136719,277.2969970703125,261.7449951171875,266.739990234375,22811900,277.5647866385324,268.6091228491737,270.59219397398994,1.9830661702130215,5.745199008312955,11.7040891668492,-65561536.0
2015-03-24,266.5769958496094,267.00299072265625,244.15499877929688,245.59500122070312,40073700,274.2672860281808,266.9043730989166,266.7464720119458,-0.15790567456639337,4.564578071737086,12.500082930568466,-105635236.0
2015-03-25,247.4720001220703,249.19000244140625,236.51499938964844,246.19700622558594,35866900,270.6828580583845,265.3704940712625,263.58501573712124,-1.7854825819149482,3.294565941006679,12.512577235262157,-69768336.0
2015-03-26,246.2760009765625,254.35400390625,244.90499877929688,248.53199768066406,25730000,267.4098576136998,264.1231980423293,261.2691668053586,-2.8540351700944484,2.064845718786454,12.29375048821274,-44038336.0
2015-03-27,248.5659942626953,256.8110046386719,245.21299743652344,247.0290069580078,17274900,264.6735719953264,262.8569616657129,259.07837298268925,-3.7785923248048903,0.8961581100681852,12.244054503804602,-61313236.0
2015-03-28,246.97500610351562,254.2050018310547,246.97500610351562,252.79800415039062,16040900,262.59592873709545,262.11185370161496,258.1121623931049,-3.9996946805297853,-0.08301244805140884,11.88590721143666,-45272336.0
2015-03-29,252.74000549316406,253.13900756835938,240.85000610351562,242.71299743652344,21699400,259.4759281703404,260.67490138568223,255.74306009209235,-4.931844415830369,-1.0527788416072008,11.914699675794813,-66971736.0
2015-03-30,242.87899780273438,249.24200439453125,239.21400451660156,247.5260009765625,23009600,256.3997148786272,259.7009087627845,254.4788971512416,-5.222014502506283,-1.8866259737870175,11.77993532765058,-43962136.0
2015-03-31,247.45399475097656,248.72999572753906,242.73899841308594,244.2239990234375,22672000,253.4510716029576,258.55447100431434,252.90122051619483,-5.653253164937496,-2.6399514120171133,11.366439536272415,-66634136.0
2015-04-01,244.22300720214844,247.54100036621094,241.16000366210938,247.27200317382812,22877200,252.80628531319755,257.71873264650054,252.03518707890765,-5.683548046128067,-3.248670738839304,11.01033630169461,-43756936.0
2015-04-02,247.08900451660156,254.46099853515625,245.41600036621094,253.0050048828125,26272600,252.2403564453125,257.3695676269681,252.18438981796993,-5.185180103938137,-3.6359726118590707,10.869954942388077,-17484336.0
2015-04-03,253.07400512695312,256.0429992675781,251.87899780273438,254.32200622558594,23146600,251.70985739571708,257.1438223379768,252.51325388068008,-4.630570582241177,-3.8348922059354917,10.390958062294692,5662264.0
2015-04-04,254.29100036621094,255.25799560546875,251.10000610351562,253.69700622558594,12493500,251.2578582763672,256.88850262594786,252.69536962605022,-4.1931349674387945,-3.906540758236152,9.945745846956907,-6831236.0
2015-04-05,253.76100158691406,260.67498779296875,251.94200134277344,260.5979919433594,19649200,250.73200116838728,257.1632796124228,253.911157674867,-3.2521237593531396,-3.77565735845955,9.859120144085125,12817964.0
2015-04-06,260.72100830078125,261.7980041503906,254.5749969482422,255.49200439453125,20034200,249.92857360839844,257.03948144813455,254.15436486250766,-2.8851182724762623,-3.597549541262892,9.670826298586737,-7216236.0
2015-04-07,255.2740020751953,255.80499267578125,252.2050018310547,253.17999267578125,18467400,250.4703587123326,256.7535933909232,254.00446144916512,-2.749133503655628,-3.4278663337414392,9.237195058025101,-25683636.0
2015-04-08,253.06399536132812,253.8470001220703,244.21499633789062,245.02200317382812,30086400,250.3864299229213,255.8845867081754,252.62254479142098,-3.2620433629559216,-3.394701739584336,9.265395689577828,-55770036.0
2015-04-09,244.75100708007812,246.1179962158203,239.39999389648438,243.67599487304688,21643500,250.0395725795201,254.98024657223993,251.2461524962865,-3.734095415028918,-3.4625804746732523,9.083438970810441,-77413536.0
2015-04-10,243.69400024414062,243.69400024414062,232.77099609375,236.07200622558594,28882000,249.2569296700614,253.57963617619149,248.91166845464028,-4.667968961435918,-3.7036581720257855,9.2148365168062,-106295536.0
2015-04-11,236.01600646972656,239.53700256347656,234.1750030517578,236.552001953125,16365200,248.09650094168526,252.31832993744584,247.01018130056102,-5.308149784926229,-4.024556494605874,8.939633809078506,-89930336.0
2015-04-12,236.53500366210938,237.72799682617188,233.4949951171875,236.1529998779297,12387900,247.6279296875,251.12089808118537,245.33984569707926,-5.781053447107411,-4.375855885106182,8.60344572875559,-102318236.0
2015-04-13,235.9499969482422,236.93499755859375,221.99600219726562,224.58700561523438,31181800,245.9894300188337,249.155424565189,242.14710106910312,-7.008324480346346,-4.902349604154215,9.055985079687376,-133500036.0
2015-04-14,224.75900268554688,224.9759979248047,216.322998046875,219.15899658203125,31719000,244.1990727015904,246.93346693680695,238.6104696095536,-8.322998238605607,-5.586479331044493,9.027200417016875,-165219036.0
2015-04-15,219.072998046875,223.83299255371094,218.6490020751953,223.83299255371094,22562000,242.5248576572963,245.22232068620724,236.33701160096243,-8.885309929089487,-6.2462454506534915,8.752685373570582,-142657036.0
2015-04-16,223.91700744628906,229.6719970703125,223.91700744628906,228.572998046875,24805400,240.7797143118722,243.98903752773816,235.14254797725667,-8.846490331819155,-6.766294426886624,8.544565278680546,-117851636.0
2015-04-17,228.5749969482422,228.906005859375,221.94200134277344,222.8820037841797,20429800,238.53399985177177,242.42555354673385,233.256310409091,-9.169243861103695,-7.246884313730039,8.431668064425109,-138281436.0
2015-04-18,222.85299682617188,224.3159942626953,220.87600708007812,223.3560028076172,12939000,236.36678532191686,241.0129942327252,231.7331861627104,-9.279808739885937,-7.653469198961219,8.07511938026161,-125342436.0
2015-04-19,223.45599365234375,226.35299682617188,222.3730010986328,222.60000610351562,15021500,233.65264347621374,239.64906918611706,230.3280815382189,-9.32098826814925,-7.986973012798826,7.782610510026241,-140363936.0
2015-04-20,222.61199951171875,226.3509979248047,221.9770050048828,224.62600708007812,18364700,231.44792938232422,238.5362497708549,229.45083931388956,-9.085411031271974,-8.206660616493455,7.539137795727168,-121999236.0
2015-04-21,224.6199951171875,235.2689971923828,224.30099487304688,235.2689971923828,24978000,230.16857256208147,238.29423106133845,230.34594052596546,-7.948291067138399,-8.154986706622445,7.784056717631574,-97021236.0
2015-04-22,235.6020050048828,237.90899658203125,233.4759979248047,234.17599487304688,23847900,229.39385768345423,237.9891765288724,230.93517965628567,-7.0539973649621,-7.934788838290377,7.54469540277259,-120869136.0
2015-04-23,234.05299377441406,236.47500610351562,233.19900512695312,236.46200561523438,17036000,228.87857273646765,237.8760527574918,231.78546057304703,-6.090592640347921,-7.565949598701886,7.239788628673153,-103833136.0
2015-04-24,235.97000122070312,236.30499267578125,229.93299865722656,231.26800537109375,21448700,228.53542981828963,237.38656776590676,231.70585208043883,-5.68071610760046,-7.188902900481601,7.189018504798799,-125281836.0
2015-04-25,231.23500061035156,232.56100463867188,226.33700561523438,226.38999938964844,13957200,227.80957249232702,236.57200714544317,230.88802858954801,-5.683978946758629,-6.887918109737007,7.120088536119391,-139239036.0
2015-04-26,226.41000366210938,226.94400024414062,214.87399291992188,219.42999267578125,28943700,226.61507197788782,235.30222829583857,229.1252538335839,-6.176974824165285,-6.745729452622664,7.473654191108884,-168182736.0
2015-04-27,219.4290008544922,233.30499267578125,218.0229949951172,229.28599548339844,38574000,226.95071411132812,234.85658142084299,229.14998331817077,-5.706598437774687,-6.537903249653069,8.031393051733524,-129608736.0
2015-04-28,228.968994140625,229.4949951171875,223.06900024414062,225.85499572753906,21469200,227.4289997645787,234.18979729541306,228.64306215038127,-5.546735455311847,-6.339669690784826,7.916721745630371,-151077936.0
2015-04-29,225.59100341796875,227.0399932861328,223.42999267578125,225.80799865722656,18936500,227.57007162911552,233.56892332221406,228.20689853604978,-5.3620250734606145,-6.144140767319984,7.609098788400717,-170014436.0
2015-04-30,225.6929931640625,239.56300354003906,224.9929962158203,236.14500427246094,33818600,228.11092921665735,233.75974413334347,229.4281455724207,-4.331598826937864,-5.78163237924356,8.10630656946829,-136195836.0
2015-05-01,235.93899536132812,238.96600341796875,232.07899475097656,232.07899475097656,18815300,228.76785714285714,233.6352441790941,229.83596852296776,-3.799275902436591,-5.385161083882167,8.0192138575115,-155011136.0
2015-05-02,232.34100341796875,235.7270050048828,232.34100341796875,234.92999267578125,12535500,229.59457070486886,233.731151475145,230.61966454647754,-3.1114871567325224,-4.930426298452239,7.706985013246016,-142475636.0
2015-05-03,234.8800048828125,243.24000549316406,234.08299255371094,240.35800170898438,18494100,230.86299896240234,234.2220292702442,232.11787026378627,-2.1041592176293022,-4.365172882287652,7.810558441301414,-123981536.0
2015-05-04,240.3560028076172,242.63800048828125,237.80999755859375,239.01800537109375,21223400,231.89099884033203,234.57728675919603,233.17942951106434,-1.3978574436607403,-3.7717097945622697,7.5975187528187025,-145204936.0
2015-05-05,238.8520050048828,239.20399475097656,232.0540008544922,236.12100219726562,23929100,231.9518563406808,234.6916360509049,233.63197915509528,-1.059657076855018,-3.22929925102082,7.565552690386611,-169134036.0
2015-05-06,236.24899291992188,236.45399475097656,229.2310028076172,229.78199768066406,29587200,231.63799939836775,234.32795913459074,233.0396743128751,-1.2882849893503021,-2.8410963986867164,7.541084064699563,-198721236.0
2015-05-07,229.66200256347656,239.10499572753906,228.572998046875,237.33399963378906,29064400,231.70028468540735,234.55062880119803,233.70033974686186,-0.8502892095534378,-2.442934960860061,7.754720758845878,-169656836.0
2015-05-08,237.20399475097656,246.27499389648438,236.2740020751953,243.86300659179688,27445500,232.5999276297433,235.24043456346462,235.26382695377492,0.02339224659061756,-1.9496695193699254,7.915168696962674,-142211336.0
2015-05-09,243.7689971923828,247.8040008544922,239.63900756835938,241.83200073242188,19790500,233.70292772565568,235.72869872412812,236.2743152274129,0.5456163702110075,-1.4506123414537389,7.933013310999986,-162001836.0
2015-05-10,241.72900390625,244.0679931640625,238.8489990234375,240.29600524902344,15019100,235.19335719517298,236.06701772597222,236.8930367691991,0.8260189200104548,-0.9952860891609001,7.739154793532681,-177020936.0
2015-05-11,240.2989959716797,244.27000427246094,239.37600708007812,242.1580047607422,20892300,236.11278642926897,236.51820195077,237.70303184482114,1.1848297799618592,-0.5592629153363482,7.535929245436454,-156128636.0
2015-05-12,242.14500427246094,242.88099670410156,240.0989990234375,241.11199951171875,19282600,237.20257241385323,236.858483251581,238.22748840895923,1.3690050517400039,-0.17360932192107775,7.196362697094372,-175411236.0
2015-05-13,241.3979949951172,243.70399475097656,235.0449981689453,236.3769989013672,27180100,237.95750100272042,236.82281774415776,237.94279771548352,1.119979873512591,0.08510851716565598,7.3008365483043125,-202591336.0
2015-05-14,236.21400451660156,237.7989959716797,234.0570068359375,236.9290008544922,24413700,238.0135007585798,236.83068315973807,237.78682896763868,0.9561457173328449,0.2593159571990938,7.0466331565280695,-178177636.0
2015-05-15,236.9550018310547,238.7530059814453,236.7949981689453,237.60499572753906,16329400,238.40821511404855,236.88803964624185,237.75885462300795,0.8708148929070489,0.38161574434068485,6.683159910811696,-161848236.0
2015-05-16,237.6439971923828,237.69700622558594,235.2949981689453,236.1529998779297,11089700,238.49557277134485,236.8335922559965,237.51180004684204,0.678207713198276,0.44093413811220306,6.377363344442449,-172937936.0
2015-05-17,236.00999450683594,238.02499389648438,236.00999450683594,236.802001953125,11134300,238.2415727887835,236.83125223356157,237.40260034011635,0.5713480346591666,0.4670169174215958,6.065765914031274,-161803636.0
2015-05-18,236.88699340820312,237.2100067138672,232.4600067138672,233.1280059814453,16780300,237.82085854666573,236.55693769636778,236.74497043878233,0.1880326758445392,0.41122006910618447,5.97178263303799,-178583936.0
2015-05-19,233.03700256347656,234.1510009765625,231.81700134277344,231.94700622558594,14241900,237.52271597726005,236.21546129112468,236.0068220982906,-0.2086392544729847,0.28724820439035065,5.711940986589928,-192825836.0
